"teryt";"rok";"l_mieszk"
300504;2014;13115
300505;2014;6866
300601;2014;8360
300602;2014;45590
300603;2014;7345
300604;2014;10480
300701;2014;9813
300702;2014;5846
300703;2014;4835
300704;2014;9249
300705;2014;7544
300706;2014;5318
300707;2014;4942
300708;2014;10758
300709;2014;7219
300710;2014;7903
300711;2014;9387
300801;2014;7793
300802;2014;6010
300803;2014;24754
300804;2014;5331
300805;2014;3816
300806;2014;3889
300807;2014;4898
300901;2014;22834
300902;2014;8062
300903;2014;3241
300904;2014;6498
300905;2014;5743
300906;2014;13172
300907;2014;7630
300908;2014;6723
300909;2014;4647
300910;2014;6006
300911;2014;4292
301001;2014;11864
301002;2014;5249
301003;2014;11339
301004;2014;10009
301005;2014;10927
301006;2014;7784
301007;2014;8435
301008;2014;7143
301009;2014;6180
301010;2014;10467
301011;2014;11716
301012;2014;14009
301013;2014;7567
301014;2014;6295
301101;2014;23949
301102;2014;11473
301103;2014;15810
301104;2014;10027
301105;2014;17764
301201;2014;2905
301202;2014;8177
301203;2014;13504
301204;2014;40684
301205;2014;5185
301206;2014;7454
301301;2014;8457
301302;2014;7335
301303;2014;8994
301304;2014;8837
301305;2014;7751
301306;2014;3802
301307;2014;9246
301401;2014;3411
301402;2014;6314
301403;2014;18609
301404;2014;8792
301501;2014;5561
301502;2014;9329
301503;2014;3638
301504;2014;26051
301505;2014;16304
301506;2014;13655
301601;2014;33646
301602;2014;18208
301603;2014;7429
301701;2014;72754
301702;2014;15246
301703;2014;14432
301704;2014;18909
301705;2014;12014
301706;2014;11835
301707;2014;9631
301708;2014;6582
301801;2014;2499
301802;2014;5297
301803;2014;7819
301804;2014;6147
301805;2014;3643
301806;2014;6112
301807;2014;23888
301901;2014;74333
301902;2014;4957
301903;2014;7850
301904;2014;9751
301905;2014;3247
301906;2014;8704
301907;2014;8079
301908;2014;14132
301909;2014;6787
302001;2014;4741
302002;2014;4885
302003;2014;8302
302004;2014;4673
302005;2014;10422
302006;2014;30259
302101;2014;30813
302102;2014;9802
302103;2014;12375
302104;2014;26861
302105;2014;22447
302106;2014;7221
302107;2014;24433
302108;2014;17593
302109;2014;23817
302110;2014;30500
302111;2014;16732
302112;2014;18969
302113;2014;15078
302114;2014;14899
302115;2014;16209
302116;2014;47160
302117;2014;23985
302201;2014;8936
302202;2014;7146
302203;2014;9402
302204;2014;4785
302205;2014;30200
302301;2014;14016
302302;2014;5762
302303;2014;3918
302304;2014;5196
302305;2014;2278
302306;2014;9087
302307;2014;10326
302308;2014;9115
302401;2014;2393
302402;2014;8681
302403;2014;8093
302404;2014;4479
302405;2014;5041
302406;2014;12550
302407;2014;29607
302408;2014;19078
302501;2014;2997
302502;2014;6853
302503;2014;9101
302504;2014;31426
302505;2014;6779
302601;2014;4923
302602;2014;5891
302603;2014;8592
302604;2014;41389
302701;2014;27926
302702;2014;5977
302703;2014;6269
302704;2014;5239
302705;2014;6532
302706;2014;4428
302707;2014;10670
302708;2014;9248
302709;2014;8152
302801;2014;25266
302802;2014;5566
302803;2014;8519
302804;2014;6097
302805;2014;9341
302806;2014;3050
302807;2014;12048
302901;2014;13980
302902;2014;12533
302903;2014;30466
303001;2014;6124
303002;2014;10356
303003;2014;7327
303004;2014;7202
303005;2014;45820
303101;2014;18492
303102;2014;11716
303103;2014;7612
303104;2014;5638
303105;2014;8826
303106;2014;3122
303107;2014;4934
303108;2014;9658
306101;2014;103373
306201;2014;76547
306301;2014;64616
306401;2014;545680
320101;2014;24571
320102;2014;7833
320103;2014;9316
320104;2014;6959
320201;2014;4804
320202;2014;22265
320203;2014;5222
320204;2014;3799
320205;2014;7964
320206;2014;5655
320301;2014;12028
320302;2014;16534
320303;2014;7365
320304;2014;2567
320305;2014;4358
320306;2014;15412
320402;2014;35709
320403;2014;8786
320404;2014;24894
320405;2014;3019
320406;2014;5134
320407;2014;4965
320501;2014;3831
320502;2014;24031
320503;2014;4140
320504;2014;9088
320507;2014;3846
320508;2014;16581
320601;2014;6442
320602;2014;4362
320603;2014;13937
320604;2014;32178
320605;2014;7413
320606;2014;4362
320607;2014;3861
320608;2014;5568
320609;2014;5565
320701;2014;4012
320702;2014;5982
320703;2014;14479
320704;2014;6583
320705;2014;4356
320706;2014;12339
320801;2014;46720
320802;2014;5648
320803;2014;5186
320804;2014;10485
320805;2014;4073
320806;2014;3758
320807;2014;3697
320901;2014;8591
320902;2014;6473
320903;2014;9450
320904;2014;6881
320905;2014;5082
320906;2014;9010
320907;2014;13734
320908;2014;6741
321001;2014;19739
321002;2014;2912
321003;2014;20945
321004;2014;20429
321005;2014;3392
321101;2014;20144
321102;2014;11829
321103;2014;1668
321104;2014;41745
321201;2014;3143
321202;2014;2634
321203;2014;6052
321204;2014;5353
321205;2014;19740
321206;2014;3566
321301;2014;14059
321302;2014;12825
321303;2014;8048
321304;2014;6506
321305;2014;7053
321306;2014;8998
321401;2014;68922
321402;2014;6020
321403;2014;5048
321404;2014;8025
321405;2014;3557
321406;2014;5057
321408;2014;3190
321409;2014;3733
321410;2014;12692
321411;2014;4349
321501;2014;40535
321502;2014;8754
321503;2014;5342
321504;2014;9818
321505;2014;4989
321506;2014;9420
321601;2014;15588
321602;2014;2849
321603;2014;15749
321604;2014;3813
321605;2014;4246
321606;2014;6098
321701;2014;26033
321702;2014;5046
321703;2014;5530
321704;2014;5064
321705;2014;12675
321801;2014;4478
321802;2014;14283
321803;2014;3677
321804;2014;8196
321805;2014;7170
326101;2014;108605
326201;2014;407180
326301;2014;41276
